driver_id: DRV00001, first_name: Jennifer, last_name: Hernandez, hire_date: 2014-10-31, termination_date: nan, license_number: DL673510887, license_state: WA, date_of_birth: 1973-11-07, home_terminal: Denver, employment_status: Active, cdl_class: A, years_experience: 3
driver_id: DRV00118, first_name: Susan, last_name: Anderson, hire_date: 2019-07-17, termination_date: nan, license_number: DL593641365, license_state: TN, date_of_birth: 1988-01-19, home_terminal: Columbus, employment_status: Active, cdl_class: A, years_experience: 8
driver_id: DRV00119, first_name: Jennifer, last_name: Wilson, hire_date: 2014-04-29, termination_date: nan, license_number: DL859466878, license_state: UT, date_of_birth: 1983-12-05, home_terminal: Oklahoma City, employment_status: Active, cdl_class: A, years_experience: 6
driver_id: DRV00120, first_name: Jessica, last_name: Johnson, hire_date: 2018-05-14, termination_date: nan, license_number: DL264272995, license_state: TN, date_of_birth: 1965-05-11, home_terminal: Philadelphia, employment_status: Active, cdl_class: A, years_experience: 10
driver_id: DRV00121, first_name: Mary, last_name: Miller, hire_date: 2012-07-20, termination_date: nan, license_number: DL567600762, license_state: IL, date_of_birth: 1986-03-07, home_terminal: Las Vegas, employment_status: Active, cdl_class: A, years_experience: 11
driver_id: DRV00122, first_name: James, last_name: Wilson, hire_date: 2013-05-21, termination_date: nan, license_number: DL289125618, license_state: NY, date_of_birth: 1968-09-12, home_terminal: Minneapolis, employment_status: Active, cdl_class: A, years_experience: 12
driver_id: DRV00123, first_name: Michael, last_name: Gonzalez, hire_date: 2013-04-20, termination_date: nan, license_number: DL887906704, license_state: NY, date_of_birth: 1993-09-09, home_terminal: Houston, employment_status: Active, cdl_class: A, years_experience: 5
driver_id: DRV00124, first_name: Thomas, last_name: Jackson, hire_date: 2021-05-17, termination_date: nan, license_number: DL660221300, license_state: TN, date_of_birth: 1970-05-27, home_terminal: Las Vegas, employment_status: Active, cdl_class: A, years_experience: 2
driver_id: DRV00125, first_name: David, last_name: Smith, hire_date: 2019-06-08, termination_date: nan, license_number: DL798423334, license_state: MI, date_of_birth: 1990-05-24, home_terminal: Seattle, employment_status: Active, cdl_class: A, years_experience: 17
driver_id: DRV00126, first_name: Sarah, last_name: Jackson, hire_date: 2012-10-14, termination_date: nan, license_number: DL389998761, license_state: TX, date_of_birth: 1981-02-15, home_terminal: Minneapolis, employment_status: Active, cdl_class: A, years_experience: 25
driver_id: DRV00127, first_name: Thomas, last_name: Gonzalez, hire_date: 2021-08-23, termination_date: nan, license_number: DL761330848, license_state: TX, date_of_birth: 1964-03-25, home_terminal: Portland, employment_status: Active, cdl_class: A, years_experience: 15
driver_id: DRV00128, first_name: John, last_name: Thomas, hire_date: 2012-12-22, termination_date: nan, license_number: DL967797300, license_state: CA, date_of_birth: 1974-11-24, home_terminal: Las Vegas, employment_status: Active, cdl_class: A, years_experience: 7
driver_id: DRV00129, first_name: Michael, last_name: Smith, hire_date: 2018-06-19, termination_date: nan, license_number: DL677858758, license_state: OH, date_of_birth: 1985-09-12, home_terminal: Oklahoma City, employment_status: Active, cdl_class: A, years_experience: 6
driver_id: DRV00130, first_name: Karen, last_name: Lopez, hire_date: 2017-07-03, termination_date: nan, license_number: DL931764920, license_state: NE, date_of_birth: 1965-07-01, home_terminal: Los Angeles, employment_status: Active, cdl_class: A, years_experience: 14
driver_id: DRV00131, first_name: Linda, last_name: Martinez, hire_date: 2019-01-01, termination_date: 2021-02-17, license_number: DL619151495, license_state: NV, date_of_birth: 1976-09-04, home_terminal: Seattle, employment_status: Terminated, cdl_class: A, years_experience: 19
driver_id: DRV00132, first_name: Patricia, last_name: Gonzalez, hire_date: 2021-04-05, termination_date: nan, license_number: DL599154414, license_state: MO, date_of_birth: 1989-06-22, home_terminal: Las Vegas, employment_status: Active, cdl_class: A, years_experience: 24
driver_id: DRV00133, first_name: Mary, last_name: Wilson, hire_date: 2019-08-21, termination_date: nan, license_number: DL567694547, license_state: MO, date_of_birth: 1976-10-13, home_terminal: Seattle, employment_status: Active, cdl_class: A, years_experience: 9
driver_id: DRV00134, first_name: Linda, last_name: Moore, hire_date: 2015-08-23, termination_date: nan, license_number: DL986625773, license_state: MO, date_of_birth: 1983-02-22, home_terminal: Nashville, employment_status: Active, cdl_class: A, years_experience: 18
driver_id: DRV00135, first_name: Karen, last_name: Moore, hire_date: 2012-03-05, termination_date: 2014-02-03, license_number: DL884933416, license_state: TX, date_of_birth: 1974-08-01, home_terminal: Miami, employment_status: Terminated, cdl_class: A, years_experience: 19
driver_id: DRV00136, first_name: Susan, last_name: Martin, hire_date: 2013-12-14, termination_date: 2014-12-19, license_number: DL736164778, license_state: NE, date_of_birth: 1995-06-20, home_terminal: Denver, employment_status: Terminated, cdl_class: A, years_experience: 23
driver_id: DRV00137, first_name: Michael, last_name: Davis, hire_date: 2018-06-23, termination_date: 2019-02-27, license_number: DL388187517, license_state: IN, date_of_birth: 1974-11-03, home_terminal: New York, employment_status: Terminated, cdl_class: A, years_experience: 13
driver_id: DRV00138, first_name: Jennifer, last_name: Thomas, hire_date: 2019-08-15, termination_date: nan, license_number: DL446071904, license_state: OR, date_of_birth: 1989-12-10, home_terminal: Nashville, employment_status: Active, cdl_class: A, years_experience: 4
driver_id: DRV00139, first_name: Sarah, last_name: Davis, hire_date: 2014-08-27, termination_date: nan, license_number: DL363598427, license_state: MN, date_of_birth: 1986-02-05, home_terminal: Charlotte, employment_status: Active, cdl_class: A, years_experience: 14
driver_id: DRV00140, first_name: Richard, last_name: Rodriguez, hire_date: 2016-05-28, termination_date: 2018-06-30, license_number: DL991990632, license_state: MN, date_of_birth: 1962-01-10, home_terminal: Dallas, employment_status: Terminated, cdl_class: A, years_experience: 25
driver_id: DRV00141, first_name: Thomas, last_name: Wilson, hire_date: 2017-07-26, termination_date: nan, license_number: DL193053577, license_state: MI, date_of_birth: 1991-02-04, home_terminal: Dallas, employment_status: Active, cdl_class: A, years_experience: 3
driver_id: DRV00142, first_name: John, last_name: Thomas, hire_date: 2012-01-31, termination_date: nan, license_number: DL399496923, license_state: TN, date_of_birth: 1975-09-05, home_terminal: Dallas, employment_status: Active, cdl_class: A, years_experience: 15
driver_id: DRV00143, first_name: Linda, last_name: Smith, hire_date: 2014-10-17, termination_date: nan, license_number: DL584044963, license_state: NV, date_of_birth: 1984-08-12, home_terminal: Dallas, employment_status: Active, cdl_class: A, years_experience: 2
driver_id: DRV00144, first_name: James, last_name: Gonzalez, hire_date: 2016-11-09, termination_date: nan, license_number: DL361846370, license_state: MI, date_of_birth: 1994-07-19, home_terminal: Las Vegas, employment_status: Active, cdl_class: A, years_experience: 16
driver_id: DRV00145, first_name: Susan, last_name: Hernandez, hire_date: 2020-05-26, termination_date: nan, license_number: DL905817775, license_state: TN, date_of_birth: 1969-07-21, home_terminal: Los Angeles, employment_status: Active, cdl_class: A, years_experience: 4
driver_id: DRV00146, first_name: Jessica, last_name: Gonzalez, hire_date: 2019-01-13, termination_date: nan, license_number: DL598976917, license_state: MO, date_of_birth: 1966-08-20, home_terminal: Oklahoma City, employment_status: Active, cdl_class: A, years_experience: 12
driver_id: DRV00147, first_name: Richard, last_name: Garcia, hire_date: 2020-06-09, termination_date: nan, license_number: DL711871397, license_state: IL, date_of_birth: 1986-05-02, home_terminal: Oklahoma City, employment_status: Active, cdl_class: A, years_experience: 20
driver_id: DRV00148, first_name: Patricia, last_name: Anderson, hire_date: 2019-03-28, termination_date: nan, license_number: DL755338677, license_state: MO, date_of_birth: 1983-04-15, home_terminal: Denver, employment_status: Active, cdl_class: A, years_experience: 15
driver_id: DRV00149, first_name: Linda, last_name: Jones, hire_date: 2013-08-25, termination_date: nan, license_number: DL817461907, license_state: OK, date_of_birth: 1988-04-28, home_terminal: New York, employment_status: Active, cdl_class: A, years_experience: 20
driver_id: DRV00150, first_name: Robert, last_name: Martin, hire_date: 2015-09-16, termination_date: nan, license_number: DL506936666, license_state: CA, date_of_birth: 1983-02-22, home_terminal: Columbus, employment_status: Active, cdl_class: A, years_experience: 14
